course_section_id,New_Professor,Professor_ID,Professor_Division,Professor_Teaching_Status,Professor_Score,Course_Score,Co_Professor,Professor_Enrollments,Course_Number,Section_Number,Course_Division,Course_Type,New_Course,Program_Degree,Course_Year,Course_Term,Term_Number,Academic_Year,Course_Credits,Course_Capacity,Prerequisites,Corequisites,Enrollment_Total,Enrollment_Masters1,Enrollment_Masters2,Enrollment_MS,Enrollment_PhD,Enrollment_CrossReg_Other,Response_Rate,Waitlist,Separate_Evaluation,Classroom,days,Class_Time,Hours,times_taught,Q1_Stu_Effort_Score,Q2_Stu_Instr_Engagement_Score,Q3_Stu_Peer_Engagement_Score,Q4_Stu_Prev_Experience_Score,Q5_Stu_Curr_Experience_Score,Q6_Stu_Course_Value_Score,Q8_Stu_Recommend_Score,Q10_Average_workload_rating,Q11_Course_Pace_Score,Q12_Course_Content_Score,Q13_Instr_Attunement_Score,Q14_Instr_Clarity_Score,Q15_Instr_Expectations_Score,Q16_Instr_Feedback_Score,Q17_Instr_Inclusiveness_Score,Course_Teaching_Assistant
214102,No,5747340c,NZJO,Full Time,4.728571,4.809524,No,1,O25450,100,KAFN,Elective,No,Masters2,2025,Summer,20252,2024-25,3.0,74.0,,,57.0,0.0,57.0,0.0,0.0,0.0,75.4400024414063,0.0,No,off-campus,"T,W,R,F,S,U",09:00:00,8.0,1.0,0.0,0.0,0.0,0.0,1.046511,4.697674,4.72093,2.790697,3.093023,4.558139,0.0,0.0,0.0,0.0,0.0,Yes
214103,No,11a4baed,KFZN,,4.566667,4.511111,No,1,L23345,001,KAFN,Elective,No,Masters1,2025,Summer,20252,2024-25,1.5,74.0,,,29.0,26.0,0.0,0.0,0.0,3.0,75.0,0.0,No,Building2,"R,F",09:00:00,3.25,14.0,0.0,0.0,0.0,0.0,1.095238,4.285714,4.333333,2.714285,3.095238,4.190476,0.0,0.0,0.0,0.0,0.0,Yes
214104,No,76c98501,CGCH,,3.784,4.082758,No,1,N88827,001,SBFH,Elective,No,Masters2,2025,Summer,20252,2024-25,3.0,74.0,Prerequisites,,45.0,0.0,44.0,0.0,0.0,1.0,73.3300018310547,0.0,No,Building1,F,08:30:00,10.25,23.0,0.0,0.0,0.0,0.0,1.030303,3.939393,3.424242,3.212121,3.151515,3.636363,0.0,0.0,0.0,0.0,0.0,Yes
214105,No,11a4baed,KFZN,,4.333333,4.405715,No,1,L23345,002,KAFN,Elective,No,Masters1,2025,Summer,20252,2024-25,1.5,74.0,,,54.0,40.0,6.0,0.0,0.0,8.0,61.6699981689453,0.0,No,Building2,"T,W,R",09:00:00,9.0,14.0,0.0,0.0,0.0,0.0,1.054054,4.405405,4.216216,2.918918,3.54054,4.027027,0.0,0.0,0.0,0.0,0.0,Yes
214106,No,76c98501,CGCH,,3.8625,4.005405,No,1,N88827,002,SBFH,Elective,No,Masters2,2025,Summer,20252,2024-25,3.0,74.0,Prerequisites,,51.0,1.0,50.0,0.0,0.0,0.0,76.4700012207031,0.0,No,Building1,S,08:30:00,10.25,23.0,0.0,0.0,0.0,0.0,0.948717,3.974358,3.666666,3.717948,3.435897,3.871794,0.0,0.0,0.0,0.0,0.0,Yes
214107,No,de03dd37,OGPX,Full Time,4.638889,4.589189,No,1,F59053,001,SBFH,Elective,No,Masters2,2025,Summer,20252,2024-25,3.0,74.0,,Corequisite,52.0,0.0,52.0,0.0,0.0,0.0,80.7699966430664,0.0,No,Building2,R,18:00:00,3.0,4.0,0.0,0.0,0.0,0.0,1.0,4.333333,4.47619,3.666666,3.357142,4.357142,0.0,0.0,0.0,0.0,0.0,Yes
214108,No,603803a8,CGCH,Full Time,4.87027,4.778947,No,1,Z36535,001,SBFH,Elective,Yes,Masters2,2025,Summer,20252,2024-25,3.0,74.0,,Corequisite,45.0,9.0,36.0,0.0,0.0,0.0,86.6699981689453,0.0,No,Building1,F,08:30:00,10.25,,0.0,0.0,0.0,0.0,0.974358,4.76923,4.794871,3.666666,3.410256,4.743589,0.0,0.0,0.0,0.0,0.0,Yes
214109,No,603803a8,CGCH,Full Time,4.872131,4.637931,No,1,Z36535,002,SBFH,Elective,Yes,Masters2,2025,Summer,20252,2024-25,3.0,74.0,,Corequisite,73.0,2.0,71.0,0.0,0.0,0.0,85.1399993896484,19.0,No,Building1,S,08:30:00,10.25,,0.0,0.0,0.0,0.0,1.0,4.603174,4.857142,3.396825,3.301587,4.412698,0.0,0.0,0.0,0.0,0.0,Yes
214110,No,737ec218,CGCH,,4.238461,4.138462,No,1,T38733,001,SBFH,Elective,No,Masters2,2025,Summer,20252,2024-25,1.5,74.0,,Corequisite,31.0,8.0,23.0,0.0,0.0,0.0,90.3199996948242,0.0,No,Building2,S,08:30:00,10.25,3.0,0.0,0.0,0.0,0.0,1.035714,3.964285,4.178571,3.5,3.321428,4.035714,0.0,0.0,0.0,0.0,0.0,Yes
214111,No,b15e2cc2,GYQP,Part Time,4.882759,4.882759,No,1,N36516,100,SBFH,Elective,No,Masters2,2025,Summer,20252,2024-25,3.0,67.0,Prerequisites,Corequisite,41.0,6.0,35.0,0.0,0.0,0.0,75.0,0.0,No,Building2,"M,T,W,R,U",09:00:00,8.0,15.0,0.0,0.0,0.0,0.0,1.033333,4.833333,4.8,3.233333,3.533333,4.566666,0.0,0.0,0.0,0.0,0.0,Yes
214112,No,f7321d1c,CGCH,Full Time,4.264789,4.180282,No,1,O60984,001,SBFH,Elective,No,Masters1,2025,Summer,20252,2024-25,3.0,100.0,Prerequisites,,90.0,90.0,0.0,0.0,0.0,0.0,82.4199981689453,0.0,No,Building2,"T,R,F",09:00:00,3.25,65.0,0.0,0.0,0.0,0.0,0.933333,4.08,4.16,3.16,3.413333,3.933333,0.0,0.0,0.0,0.0,0.0,Yes
214113,No,f7321d1c,CGCH,Full Time,4.304918,4.129032,No,1,O60984,002,SBFH,Elective,No,Masters1,2025,Summer,20252,2024-25,3.0,100.0,Prerequisites,,76.0,76.0,0.0,0.0,0.0,0.0,84.2099990844727,0.0,No,Building2,"T,R,F",14:20:00,3.25,65.0,0.0,0.0,0.0,0.0,0.953125,4.0,4.140625,3.015625,3.59375,3.90625,0.0,0.0,0.0,0.0,0.0,Yes
214114,No,e71ad551,CGCH,Part Time,4.767347,4.712,No,1,D49006,001,SBFH,Elective,No,Masters1,2025,Summer,20252,2024-25,3.0,74.0,,Corequisite,66.0,65.0,1.0,0.0,0.0,0.0,77.2699966430664,0.0,No,Building2,"M,W,F",09:00:00,3.25,19.0,0.0,0.0,0.0,0.0,0.960784,4.705882,4.666666,3.921568,3.62745,4.490196,0.0,0.0,0.0,0.0,0.0,Yes
214115,No,0c45289c,AFQO,,4.873684,4.651429,No,1,A05341,001,SBFH,Elective,No,Masters1,2025,Summer,20252,2024-25,3.0,65.0,,Corequisite,58.0,35.0,23.0,0.0,0.0,0.0,68.9700012207031,1.0,No,Building2,"M,T,W,R,U",09:00:00,8.0,22.0,0.0,0.0,0.0,0.0,1.025,4.375,4.775,4.0,4.05,4.475,0.0,0.0,0.0,0.0,0.0,Yes
214116,No,de03dd37,OGPX,Full Time,4.863415,4.760976,No,1,T42714,001,SBFH,Elective,No,Masters1,2025,Summer,20252,2024-25,3.0,100.0,,Corequisite,99.0,98.0,0.0,0.0,0.0,1.0,87.0,5.0,No,Building2,"T,R,F",14:20:00,3.25,28.0,0.0,0.0,0.0,0.0,0.977011,4.666666,4.724137,3.735632,3.563218,4.390804,0.0,0.0,0.0,0.0,0.0,Yes
214132,No,b5b44131,USIE,Part Time,4.327273,4.345455,No,1,A61877,001,USIE,Core,No,Masters2,2025,Summer,20252,2024-25,3.0,74.0,,,42.0,0.0,0.0,0.0,0.0,42.0,88.0999984741211,0.0,No,Building1,"F,S,U",08:30:00,10.25,21.0,0.0,0.0,0.0,0.0,0.918918,4.189189,4.081081,2.891891,3.486486,3.837837,0.0,0.0,0.0,0.0,0.0,Yes
214133,No,b5b44131,USIE,Part Time,4.270588,4.115151,No,1,A61877,002,USIE,Core,No,Masters2,2025,Summer,20252,2024-25,3.0,74.0,,,42.0,0.0,0.0,0.0,0.0,42.0,88.0999984741211,0.0,No,Building1,"F,S,U",08:30:00,10.25,21.0,0.0,0.0,0.0,0.0,1.0,3.945945,4.108108,3.189189,3.459459,3.864864,0.0,0.0,0.0,0.0,0.0,Yes
214134,No,0a270635,USIE,Full Time,3.873333,3.921429,No,1,X06607,001,USIE,Core,No,Masters1,2025,Summer,20252,2024-25,1.5,74.0,Prerequisites,,39.0,39.0,0.0,0.0,0.0,0.0,82.0500030517578,0.0,No,Building2,"M,W,F",12:45:00,1.5,58.0,0.0,0.0,0.0,0.0,0.96875,3.75,3.84375,3.125,3.15625,3.1875,0.0,0.0,0.0,0.0,0.0,Yes
214135,No,0a270635,USIE,Full Time,4.0625,3.969697,No,1,X06607,002,USIE,Core,No,Masters1,2025,Summer,20252,2024-25,1.5,74.0,Prerequisites,,42.0,42.0,0.0,0.0,0.0,0.0,92.8600006103516,0.0,No,Building2,"M,W,F",14:30:00,1.5,58.0,0.0,0.0,0.0,0.0,0.948717,3.666666,3.666666,3.0,2.948717,3.51282,0.0,0.0,0.0,0.0,0.0,Yes
214136,No,0a270635,USIE,Full Time,3.876923,3.789744,No,1,X06607,003,USIE,Core,No,Masters1,2025,Summer,20252,2024-25,1.5,74.0,Prerequisites,,47.0,47.0,0.0,0.0,0.0,0.0,87.5,0.0,No,Building2,"M,W,F",16:15:00,1.5,58.0,0.0,0.0,0.0,0.0,0.97619,3.761904,3.738095,2.95238,2.880952,3.261904,0.0,0.0,0.0,0.0,0.0,Yes
214137,No,f499bf33,USIE,,4.980392,4.866667,No,1,O65055,100,USIE,Elective,No,Masters2,2025,Summer,20252,2024-25,1.5,69.0,,,67.0,0.0,67.0,0.0,0.0,0.0,77.6100006103516,0.0,No,Building2,"M,T,U",09:00:00,8.0,1.0,0.0,0.0,0.0,0.0,0.980769,4.538461,4.884615,3.25,3.788461,4.576923,0.0,0.0,0.0,0.0,0.0,Yes
214139,No,f499bf33,USIE,,4.971428,4.92,No,1,V62498,100,USIE,Elective,No,Masters2,2025,Summer,20252,2024-25,1.5,69.0,,Corequisite,64.0,0.0,64.0,0.0,0.0,0.0,78.129997253418,0.0,No,Building2,"T,W,R",09:00:00,9.0,1.0,0.0,0.0,0.0,0.0,0.98,4.92,4.92,3.24,3.86,4.56,0.0,0.0,0.0,0.0,0.0,Yes
214140,No,74314106,USIE,Part Time,4.705883,4.823529,No,1,C68031,001,USIE,Elective,No,Masters2,2025,Summer,20252,2024-25,1.5,74.0,,,21.0,4.0,17.0,0.0,0.0,0.0,80.9499969482422,0.0,No,Building2,S,08:30:00,10.25,3.0,0.0,0.0,0.0,0.0,1.0,4.823529,4.705882,3.823529,4.17647,4.294117,0.0,0.0,0.0,0.0,0.0,Yes
214141,No,f499bf33,USIE,,4.839216,4.707692,No,1,O65055,100,USIE,Elective,No,Masters2,2025,Summer,20252,2024-25,1.5,69.0,,,67.0,0.0,67.0,0.0,0.0,0.0,78.870002746582,0.0,Yes,Building2,"M,T,U",09:00:00,8.0,1.0,0.0,0.0,0.0,0.0,1.160714,4.535714,4.571428,3.107142,3.482142,4.0,0.0,0.0,0.0,0.0,0.0,Yes
214141,No,f499bf33,USIE,,4.839216,4.707692,No,1,I78372,001,USIE,Elective,No,Masters1,2025,Summer,20252,2024-25,1.5,74.0,Prerequisites,,71.0,55.0,0.0,0.0,0.0,16.0,78.870002746582,0.0,Yes,Building1,"M,T,W",09:00:00,8.0,14.0,0.0,0.0,0.0,0.0,1.160714,4.535714,4.571428,3.107142,3.482142,4.0,0.0,0.0,0.0,0.0,0.0,Yes
214142,No,35ff4b79,USIE,,4.706977,4.730233,No,1,E44373,001,USIE,Elective,No,Masters1,2025,Summer,20252,2024-25,3.0,65.0,,Corequisite,60.0,54.0,6.0,0.0,0.0,0.0,72.3099975585938,28.0,No,Building1,"M,T,W,R,U",09:00:00,8.0,39.0,0.0,0.0,0.0,0.0,1.0,4.638297,4.617021,3.680851,3.255319,4.510638,0.0,0.0,0.0,0.0,0.0,Yes
214143,No,19a6f603,USIE,Full Time,4.545946,4.422857,No,1,V76191,001,USIE,Elective,No,Masters1,2025,Summer,20252,2024-25,1.5,74.0,,Corequisite,45.0,30.0,3.0,0.0,0.0,12.0,88.8899993896484,0.0,No,Building2,"T,W,R",09:00:00,9.0,7.0,0.0,0.0,0.0,0.0,1.3,4.2,4.425,3.475,3.65,4.05,0.0,0.0,0.0,0.0,0.0,Yes
214144,No,f499bf33,USIE,,4.831579,4.769231,No,1,V62498,100,USIE,Elective,No,Masters2,2025,Summer,20252,2024-25,1.5,69.0,,Corequisite,64.0,0.0,64.0,0.0,0.0,0.0,71.9300003051758,0.0,Yes,Building2,"T,W,R",09:00:00,9.0,1.0,0.0,0.0,0.0,0.0,1.07317,4.536585,4.585365,3.219512,3.585365,4.341463,0.0,0.0,0.0,0.0,0.0,Yes
214144,No,f499bf33,USIE,,4.831579,4.769231,No,1,B62622,001,USIE,Elective,No,Masters1,2025,Summer,20252,2024-25,1.5,74.0,,Corequisite,57.0,45.0,0.0,0.0,0.0,12.0,71.9300003051758,0.0,Yes,Building1,"W,R,F",09:00:00,9.0,1.0,0.0,0.0,0.0,0.0,1.07317,4.536585,4.585365,3.219512,3.585365,4.341463,0.0,0.0,0.0,0.0,0.0,Yes
214145,No,bab51045,USIE,Full Time,4.688889,4.497143,No,1,U96439,001,USIE,Elective,No,Masters1,2025,Summer,20252,2024-25,3.0,74.0,,,57.0,37.0,5.0,0.0,0.0,15.0,68.4199981689453,0.0,No,Building2,"M,T,W,R,F",09:00:00,8.0,13.0,0.0,0.0,0.0,0.0,1.25641,4.487179,4.641025,3.487179,3.487179,4.205128,0.0,0.0,0.0,0.0,0.0,Yes
214146,No,74314106,USIE,Part Time,4.144,4.2,No,1,P92884,001,USIE,Elective,No,Masters1,2025,Summer,20252,2024-25,1.5,74.0,,,36.0,33.0,3.0,0.0,0.0,0.0,77.1399993896484,0.0,No,Building2,"R,F",18:00:00,3.25,14.0,0.0,0.0,0.0,0.0,0.962962,4.111111,3.962962,3.481481,4.0,3.851851,0.0,0.0,0.0,0.0,0.0,Yes
214147,No,0a270635,USIE,Full Time,4.783333,4.708571,No,1,K48653,001,USIE,Elective,No,Masters1,2025,Summer,20252,2024-25,1.5,74.0,,,45.0,27.0,7.0,0.0,0.0,11.0,84.4400024414063,0.0,No,Building2,"M,T,W,R,F",09:00:00,4.0,6.0,0.0,0.0,0.0,0.0,1.263157,4.657894,4.736842,3.131578,3.368421,3.842105,0.0,0.0,0.0,0.0,0.0,Yes
214148,No,225343cf,ZQOR,Full Time,4.007143,3.909091,No,1,W64260,001,IGFY,Elective,No,Masters2,2025,Summer,20252,2024-25,3.0,74.0,,,68.0,2.0,66.0,0.0,0.0,0.0,86.9599990844727,0.0,No,Building1,S,08:30:00,10.25,7.0,0.0,0.0,0.0,0.0,0.983333,3.85,3.966666,4.05,3.25,3.766666,0.0,0.0,0.0,0.0,0.0,Yes
214150,No,4b95ef5e,ZQOR,,4.433333,4.142857,No,1,O67585,100,IGFY,Elective,No,Masters2,2025,Summer,20252,2024-25,3.0,90.0,,,72.0,20.0,52.0,0.0,0.0,0.0,6.94000005722046,0.0,No,Building2,"M,T,W,R,F",09:00:00,8.0,15.0,0.0,0.0,0.0,0.0,1.2,4.2,4.4,3.2,3.0,4.0,0.0,0.0,0.0,0.0,0.0,Yes
214151,No,00ed99b6,ZQOR,Part Time,4.042857,4.118182,No,1,Y74247,001,IGFY,Elective,No,Masters2,2025,Summer,20252,2024-25,3.0,74.0,,,52.0,1.0,51.0,0.0,0.0,0.0,86.7900009155273,0.0,No,Building1,F,08:30:00,10.25,11.0,0.0,0.0,0.0,0.0,0.97826,4.086956,3.891304,3.23913,2.826086,3.956521,0.0,0.0,0.0,0.0,0.0,Yes
214152,No,0bdf6216,ZQOR,Full Time,4.234286,4.68421,No,1,Y72396,001,IGFY,Core,No,Masters2,2025,Summer,20252,2024-25,3.0,74.0,,,43.0,0.0,0.0,0.0,0.0,43.0,88.370002746582,0.0,No,Building1,"S,U",08:30:00,7.0,23.0,0.0,0.0,0.0,0.0,1.0,4.68421,4.052631,3.947368,3.394736,4.368421,0.0,0.0,0.0,0.0,0.0,Yes
214153,No,20df2d5a,ZQOR,Part Time,4.7,4.444445,No,1,Y74247,002,IGFY,Elective,No,Masters2,2025,Summer,20252,2024-25,3.0,74.0,,,44.0,2.0,42.0,0.0,0.0,0.0,93.1800003051758,0.0,No,Building1,S,08:30:00,10.25,11.0,0.0,0.0,0.0,0.0,0.926829,4.365853,4.463414,2.780487,3.121951,4.341463,0.0,0.0,0.0,0.0,0.0,Yes
214154,No,0bdf6216,ZQOR,Full Time,4.697297,4.744444,No,1,Y72396,002,IGFY,Core,No,Masters2,2025,Summer,20252,2024-25,3.0,74.0,,,43.0,0.0,0.0,0.0,0.0,43.0,93.0199966430664,0.0,No,Building1,"S,U",08:30:00,10.25,23.0,0.0,0.0,0.0,0.0,1.0,4.55,4.65,4.25,3.45,4.55,0.0,0.0,0.0,0.0,0.0,Yes
214155,No,08470d1d,ZQOR,Part Time,4.916667,4.8,No,1,W12434,100,IGFY,Elective,No,Masters2,2025,Summer,20252,2024-25,3.0,44.0,,,36.0,12.0,24.0,0.0,0.0,0.0,69.4400024414063,0.0,No,Building2,"M,T,W,R,U",09:00:00,8.0,4.0,0.0,0.0,0.0,0.0,1.08,4.8,4.72,3.4,3.48,4.72,0.0,0.0,0.0,0.0,0.0,Yes
214157,No,a1f188f8,ZQOR,Part Time,4.713044,4.730435,No,1,Y54923,001,IGFY,Elective,No,Masters2,2025,Summer,20252,2024-25,1.5,36.0,,,30.0,0.0,30.0,0.0,0.0,0.0,90.0,6.0,No,Building2,S,08:30:00,10.25,19.0,0.0,0.0,0.0,0.0,1.0,4.481481,4.629629,3.296296,3.518518,4.555555,0.0,0.0,0.0,0.0,0.0,Yes
214158,No,def0adb1,ZQOR,Part Time,4.894737,4.894737,No,1,Y54923,002,IGFY,Elective,No,Masters2,2025,Summer,20252,2024-25,1.5,36.0,,,21.0,1.0,20.0,0.0,0.0,0.0,90.4800033569336,0.0,No,Building2,F,08:30:00,10.25,19.0,0.0,0.0,0.0,0.0,1.0,4.894736,4.894736,2.894736,3.157894,4.368421,0.0,0.0,0.0,0.0,0.0,Yes
214159,No,f8fd0ba8,ZQOR,Full Time,4.193103,4.496,No,1,I78200,001,IGFY,Elective,No,Masters2,2025,Summer,20252,2024-25,3.0,74.0,,,40.0,0.0,40.0,0.0,0.0,0.0,75.0,0.0,No,Building1,S,08:30:00,10.25,8.0,0.0,0.0,0.0,0.0,0.933333,4.2,4.133333,3.066666,3.166666,4.2,0.0,0.0,0.0,0.0,0.0,Yes
214160,No,31ce692e,ZQOR,Full Time,4.390909,4.485714,No,1,B79101,001,IGFY,Elective,No,Masters2,2025,Summer,20252,2024-25,1.5,74.0,,,27.0,6.0,17.0,0.0,0.0,4.0,88.4599990844727,0.0,No,Building1,F,08:30:00,10.25,7.0,0.0,0.0,0.0,0.0,1.130434,4.47826,4.347826,3.043478,2.913043,4.347826,0.0,0.0,0.0,0.0,0.0,Yes
214161,No,225343cf,ZQOR,Full Time,3.981818,4.074286,No,1,E60397,001,IGFY,Elective,No,Masters1,2025,Summer,20252,2024-25,3.0,74.0,,,46.0,40.0,0.0,0.0,0.0,6.0,91.3000030517578,0.0,No,Building2,"T,R,F",09:00:00,3.25,1.0,0.0,0.0,0.0,0.0,1.142857,3.857142,3.761904,4.047619,3.47619,3.95238,0.0,0.0,0.0,0.0,0.0,Yes
214162,No,22fcfa2f,ZQOR,Full Time,4.72,4.626087,No,1,Q44513,001,IGFY,Elective,No,Masters1,2025,Summer,20252,2024-25,3.0,50.0,,,51.0,51.0,0.0,0.0,0.0,0.0,96.0800018310547,42.0,No,Building2,"M,T,W,R,U",09:00:00,8.0,67.0,0.0,0.0,0.0,0.0,1.0,4.571428,4.612244,2.938775,3.244897,4.346938,0.0,0.0,0.0,0.0,0.0,Yes
214163,No,0859a977,USIE,Full Time,4.793549,4.506896,No,1,Q88265,001,IGFY,Elective,No,Masters1,2025,Summer,20252,2024-25,3.0,74.0,,,83.0,82.0,0.0,0.0,0.0,1.0,79.5199966430664,19.0,No,Building2,"T,R,F",18:00:00,3.25,22.0,0.0,0.0,0.0,0.0,1.0,4.212121,4.636363,3.196969,2.863636,4.181818,0.0,0.0,0.0,0.0,0.0,Yes
214164,No,8ed4d7cb,ZQOR,Part Time,4.920162,4.847273,Yes,2,S16768,001,IGFY,Elective,No,Masters1,2025,Summer,20252,2024-25,3.0,60.0,,,56.0,43.0,8.0,0.0,1.0,4.0,100.0,17.0,Yes,Building1,"M,T,W,R,U",09:00:00,8.0,1.0,0.0,0.0,0.0,0.0,1.107142,4.803571,4.883928,2.642857,3.089285,4.392857,0.0,0.0,0.0,0.0,0.0,Yes
214164,No,a8a5288b,ZQOR,Full Time,4.938182,4.847273,Yes,2,S16768,001A,IGFY,Elective,No,Masters1,2025,Summer,20252,2024-25,3.0,60.0,,,56.0,43.0,8.0,0.0,1.0,4.0,100.0,17.0,Yes,Building1,"M,T,W,R,U",09:00:00,8.0,1.0,0.0,0.0,0.0,0.0,1.107142,4.803571,4.883928,2.642857,3.089285,4.392857,0.0,0.0,0.0,0.0,0.0,No
214165,No,def0adb1,ZQOR,Part Time,4.135484,4.1125,No,1,X37454,001,IGFY,Elective,No,Masters1,2025,Summer,20252,2024-25,1.5,36.0,,Corequisite,36.0,36.0,0.0,0.0,0.0,0.0,94.2900009155273,8.0,No,Building2,"M,F",18:00:00,3.25,61.0,0.0,0.0,0.0,0.0,1.030303,4.090909,4.090909,2.757575,2.969696,3.939393,0.0,0.0,0.0,0.0,0.0,Yes
214166,No,2b86262a,ZQOR,Part Time,4.472727,4.383333,No,1,X37454,002,IGFY,Elective,No,Masters1,2025,Summer,20252,2024-25,1.5,36.0,,Corequisite,37.0,37.0,0.0,0.0,0.0,0.0,72.9700012207031,12.0,No,Building2,T,18:00:00,3.25,61.0,0.0,0.0,0.0,0.0,0.962962,4.148148,4.148148,2.74074,2.666666,4.0,0.0,0.0,0.0,0.0,0.0,No
